SECNUM,HWY_ID,AADTA,PCT_TRUCKA,YEAR,PAVETYPE,PQI,RQI,SR,AVG_IRI,LENGTH,PNTCNT,INC_INJ,NON_INC_INJ,POS_INJ,FATAL,PRO_DAM,NV,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,bituminous_1,bituminous_2,Weekend,Curve,Grade,Hillcrest,Sag,Wet,Snow,SLR,Rushhour
2215,US2-I,3800,5.4,2007,BAB,3.6,3.7,,61,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2216,US2-I,3800,5.4,2007,BAB,3.5,3.6,,62,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2217,US2-I,3800,5.4,2007,BAB,3.4,3.4,,76,1.0600000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2218,US2-I,3800,5.4,2007,BAB,3.6,3.7,,59,0.9930000000000092,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2219,US2-I,3800,5.4,2007,BAB,3.5,3.6,,70,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2220,US2-I,3800,5.4,2007,BAB,3.5,3.6,,67,0.9959999999999951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2221,US2-I,3800,5.4,2007,BAB,3.6,3.8,,55,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2222,US2-I,3800,5.4,2007,BAB,3.6,3.8,,58,0.9950000000000045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2223,US2-I,3800,5.4,2007,BAB,3.6,3.7,,60,0.8940000000000055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2224,US2-I,3800,5.4,2007,BOC,3.7,3.6,,66,0.2849999999999966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2225,US2-I,7217,4.4,2007,BAB,3.5,3.2,,97,0.8149999999999977,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2226,US2-I,7217,4.4,2007,BAB,3.3,3,,108,0.5729999999999933,9,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
2227,US2-I,5600,11.8,2007,BAB,3.6,3.6,,65,0.42600000000000193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2228,US2-I,5600,11.8,2007,BAB,3.5,3.6,,66,0.5300000000000011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2229,US2-I,6008,11.3,2007,BAB,3.5,3.6,,68,0.46699999999999875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2230,US2-I,6008,11.3,2007,BAB,3.5,3.5,,71,0.9960000000000093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2231,US2-I,6008,11.3,2007,BAB,3.8,3.7,,61,0.992999999999995,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2232,US2-I,6008,11.3,2007,BAB,3.7,3.6,,67,0.992999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2233,US2-I,6008,11.3,2007,BAB,3.8,3.9,,42,0.9969999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2234,US2-I,6008,11.3,2007,BAB,3.7,3.7,,63,1.0050000000000097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2235,US2-I,6008,11.3,2007,BAB,3.5,3.6,,65,1.0030000000000001,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2236,US2-I,6008,11.3,2007,BAB,3.5,3.6,,66,1.0039999999999907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2237,US2-I,6008,11.3,2007,BAB,3.5,3.7,,61,1.0050000000000097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2238,US2-I,6008,11.3,2007,BAB,3.6,3.7,,63,1.016999999999996,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
2239,US2-I,6008,11.3,2007,BAB,3.5,3.6,,66,1.0040000000000049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2240,US2-I,6008,11.3,2007,BAB,3.6,3.6,,64,1.0019999999999953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2241,US2-I,6008,11.3,2007,BAB,3.8,3.7,,61,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2242,US2-I,6008,11.3,2007,BAB,3.6,3.7,,62,1.0040000000000049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2243,US2-I,6008,11.3,2007,BAB,3.6,3.8,,55,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2244,US2-I,6008,11.3,2007,BAB,3.6,3.8,,55,0.9989999999999952,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2245,US2-I,6008,11.3,2007,BAB,3.8,3.8,,58,1.0020000000000095,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
2246,US2-I,6008,11.3,2007,BAB,3.5,3.6,,68,1.2859999999999872,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
2247,US2-I,8441,4.5,2007,BAB,3.7,3.6,,63,0.2400000000000091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2248,US2-I,8441,4.5,2007,BAB,3.7,3.6,,63,0.4549999999999983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2249,US2-I,12216,6.1,2007,BAB,3.9,3.8,,52,1.007000000000005,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2250,US2-I,12216,6.1,2007,BAB,3.8,4,,43,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2251,US2-I,12216,6.1,2007,BAB,4,4,,43,0.4969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2252,US2-I,8290,5.5,2007,BAB,3.5,3.5,,72,0.5120000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2253,US2-I,8290,5.5,2007,BAB,3.6,3.7,,54,1.0079999999999956,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
2254,US2-I,8290,5.5,2007,BAB,3.5,3.5,,68,1.0090000000000003,5,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
2255,US2-I,8290,5.5,2007,BAB,3.4,3.4,,71,1.0090000000000003,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
2256,US2-I,8290,5.5,2007,BAB,3.5,3.6,,59,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2257,US2-I,8290,5.5,2007,BAB,3.4,3.4,,77,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2258,US2-I,8290,5.5,2007,BAB,3.6,3.8,,55,1.0090000000000003,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2259,US2-I,8290,5.5,2007,BAB,3.6,3.7,,57,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2260,US2-I,8290,5.5,2007,BAB,3.4,3.4,,77,1.0079999999999956,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0
2261,US2-I,8290,5.5,2007,BAB,3.7,3.9,,50,0.7010000000000076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2262,US2-I,9036,4.4,2007,BAB,3.3,3.2,,95,0.5649999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2263,US2-I,7723,3.7,2007,BAB,3.3,3.2,,95,0.7540000000000049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2264,US2-I,7723,3.7,2007,BAB,3.3,3.2,,89,0.9899999999999949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2265,US2-I,7723,3.7,2007,BAB,3.4,3.3,,83,1.007000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2266,US2-I,7723,3.7,2007,BAB,3.4,3.3,,80,0.9969999999999999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2267,US2-I,7723,3.7,2007,BAB,3.5,3.5,,71,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2268,US2-I,7723,3.7,2007,BAB,3.5,3.5,,71,0.5019999999999953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2269,US2-I,7723,3.7,2007,BAB,3.6,3.7,,59,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2270,US2-I,7723,3.7,2007,BAB,3.8,3.9,,50,1.2139999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2271,US2-I,8536,3.3,2007,BAB,3.6,3.7,,59,0.7890000000000015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2272,US2-I,8536,3.3,2007,BAB,3.8,3.8,,54,0.9979999999999905,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
2273,US2-I,8536,3.3,2007,BAB,3.5,3.6,,62,0.9920000000000186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2274,US2-I,5553,9.1,2007,BAB,3.8,3.9,,49,0.97199999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2275,US2-I,6198,14.7,2007,CD,3.5,3.1,,100,1.2959999999999923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,US2-I,6198,14.7,2007,CD,3.8,3.6,,74,1.002999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,US2-I,6198,14.7,2007,CD,3.7,3.6,,70,1.0050000000000239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,US2-I,6198,14.7,2007,CD,3.5,3.4,,84,1.002999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,US2-I,6198,14.7,2007,CD,3.5,3,,107,0.9960000000000093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,US2-I,6198,14.7,2007,CD,2.9,2.4,,148,1.0089999999999861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,US2-I,6198,14.7,2007,CD,3,2.4,,146,0.967000000000013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,US2-I,6198,14.7,2007,CD,3.6,3.3,,94,1.2019999999999982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2283,US2-I,7512,13.7,2007,BOC,3.9,3.8,,59,0.8019999999999925,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
2284,US2-I,7512,13.7,2007,BOC,4,4,,49,0.5490000000000066,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2285,US2-I,10358,14.3,2007,BAB,3.5,3.6,,65,0.4549999999999841,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2286,US2-I,10358,14.3,2007,BAB,3.7,3.7,,55,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2287,US2-I,10358,14.3,2007,BAB,3.6,3.8,,54,0.9970000000000141,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2288,US2-I,10358,14.3,2007,BAB,3.8,3.8,,54,0.4449999999999932,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2289,US2-I,15748,11.4,2007,BOC,3.7,3.6,,95,0.5449999999999875,4,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
2290,US2-I,15748,11.4,2007,BOC,3.2,3,,120,0.4790000000000134,7,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1
2291,US2-I,14952,9.5,2007,BOC,3.2,3,,120,0.6500000000000057,17,0,1,6,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
2292,US2-I,6389,8.7,2007,BOC,3.1,2.7,,123,0.8689999999999998,7,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1
2293,US2-I,6389,8.7,2007,BOC,2.9,2.8,,123,0.7810000000000059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2294,US2-I,4524,7.6,2007,BAB,2.6,2.1,,186,0.9480000000000075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2295,US2-I,4524,7.6,2007,BAB,2.4,2,,199,0.25799999999998136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2296,US2-I,8272,14.3,2007,BAB,2.4,2.4,,171,0.3280000000000314,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
2297,US2-I,8365,14.3,2007,BAB,0.7,2.4,,171,0.9259999999999877,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
2298,US2-U,4038,9.1,2007,BAB,3.9,3.8,,54,1.0460000000000207,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2299,US2-U,4038,9.1,2007,BAB,4,4,,46,0.6999999999999886,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2300,US2-U,4038,9.1,2007,BAB,3.9,3.9,,48,0.5310000000000059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2301,US2-U,3514,7.9,2007,BAB,3.8,3.9,,49,0.7680000000000007,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2302,US2-U,3514,7.9,2007,BAB,3.9,3.9,,46,0.98599999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2303,US2-U,3514,7.9,2007,BAB,3.9,3.9,,51,1.009999999999991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2304,US2-U,3514,7.9,2007,BAB,3.9,3.8,,50,1.0050000000000239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2305,US2-U,3514,7.9,2007,BAB,3.9,3.8,,54,0.5309999999999775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2306,US2-U,3340,7.4,2007,BAB,3.6,3.6,,61,0.46800000000001774,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2307,US2-U,3340,7.4,2007,BAB,3.5,3.5,,70,1.0039999999999907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2308,US2-U,3340,7.4,2007,BAB,3.5,3.4,,78,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2309,US2-U,3340,7.4,2007,BAB,3.6,3.7,,60,1.0080000000000098,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2310,US2-U,3340,7.4,2007,BAB,3.5,3.5,,69,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2311,US2-U,3340,7.4,2007,BAB,3.5,3.6,,63,0.9960000000000093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2312,US2-U,3340,7.4,2007,BAB,3.6,3.7,,60,1.0089999999999861,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2313,US2-U,3340,7.4,2007,BAB,3.6,3.7,,60,1.0490000000000066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2314,US2-U,3340,7.4,2007,BAB,3.8,3.8,,61,0.9379999999999882,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2315,US2-U,3340,7.4,2007,BAB,3.7,3.8,,60,1.0020000000000095,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2316,US2-U,3340,7.4,2007,BAB,3.8,3.8,,59,0.9989999999999952,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2317,US2-U,3340,7.4,2007,BAB,3.9,3.9,,52,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2318,US2-U,3340,7.4,2007,BAB,3.8,3.8,,54,0.9759999999999991,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
2319,US2-U,3340,7.4,2007,BAB,3.8,3.8,,57,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2320,US2-U,3340,7.4,2007,BAB,3.7,3.8,,55,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2321,US2-U,3340,7.4,2007,BAB,3.9,3.8,,56,1.0030000000000143,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2322,US2-U,3340,7.4,2007,BAB,3.9,3.8,,57,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2323,US2-U,3340,7.4,2007,BAB,3.9,3.8,,63,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2324,US2-U,3340,7.4,2007,BAB,3.9,3.8,,59,1.0039999999999907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2325,US2-U,3340,7.4,2007,BAB,3.9,3.9,,51,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2326,US2-U,3340,7.4,2007,BAB,3.6,3.7,,58,1.0060000000000002,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2327,US2-U,3340,7.4,2007,BAB,3.6,3.8,,53,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2328,US2-U,3340,7.4,2007,BAB,3.9,3.8,,53,1.002999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2329,US2-U,3340,7.4,2007,BAB,3.6,3.7,,61,0.9710000000000036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2330,US2-U,3339,7.4,2007,BAB,3.6,3.8,,54,1.0349999999999966,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2331,US2-U,3339,7.4,2007,BAB,3.9,3.9,,55,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2332,US2-U,3339,7.4,2007,BAB,3.9,4,,48,0.7660000000000196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2333,US2-U,2952,21.2,2007,BOC,2,2.6,,166,0.37699999999998113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2334,US2-U,2952,21.2,2007,BOC,2,2.6,,166,0.8600000000000136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2335,US2-U,2952,21.2,2007,BOC,2.4,2.7,,158,1.007000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2336,US2-U,2952,21.2,2007,BOC,2.2,2.8,,142,1.0019999999999811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2337,US2-U,2952,21.2,2007,BOC,2.2,2.8,,153,0.8919999999999959,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2338,US2-U,4921,15.3,2007,BOC,2.2,2.8,,135,0.3580000000000041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2339,US2-U,5806,14,2007,BOC,2.2,2.8,,135,0.37999999999999545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2340,US2-U,5806,14,2007,BOC,2.2,2.8,,135,0.2600000000000193,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2341,US2-U,5896,14.1,2007,BOC,3.5,3.2,,93,0.1419999999999959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2342,US2-U,6481,14.4,2007,BOC,3.5,3.3,,88,0.6500000000000057,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
2343,US2-U,6181,8.9,2007,BAB,3.9,3.8,,57,1.1219999999999857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2344,US2-U,4843,10.9,2007,BAB,3,2.9,,116,1.093999999999994,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2345,US2-U,4843,10.9,2007,BAB,3,3,,97,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2346,US2-U,4843,10.9,2007,BAB,3.3,3.2,,93,0.9989999999999952,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2347,US2-U,4843,10.9,2007,BAB,3.4,3.4,,72,1.0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
2348,US2-U,4843,10.9,2007,BAB,3.4,3.4,,81,1.0020000000000095,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
2349,US2-U,4843,10.9,2007,BAB,3.1,2.9,,116,1.0120000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2350,US2-U,4843,10.9,2007,BAB,3.3,3,,117,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2351,US2-U,4843,10.9,2007,BAB,3.3,3.1,,123,0.9890000000000043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2352,US2-U,4843,10.9,2007,BAB,3.5,3.5,,80,1.0130000000000052,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1
