SECNUM,HWY_ID,AADTA,PCT_TRUCKA,YEAR,PAVETYPE,PQI,RQI,SR,AVG_IRI,LENGTH,PNTCNT,INC_INJ,NON_INC_INJ,POS_INJ,FATAL,PRO_DAM,NV,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,bituminous_1,bituminous_2,Weekend,Curve,Grade,Hillcrest,Sag,Wet,Snow,SLR,Rushhour
2076,US2-D,12216,6.1,2007,BAB,3.7,3.9,,47,1.007000000000005,8,0,0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1
2077,US2-D,12216,6.1,2007,BAB,3.7,4,,43,1.0,6,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
2078,US2-D,12216,6.1,2007,BAB,3.7,3.9,,51,0.4969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2079,US2-D,8290,5.5,2007,BAB,3.6,3.8,,57,0.5120000000000005,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2080,US2-D,8290,5.5,2007,BAB,3.5,3.6,,71,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2081,US2-D,8290,5.5,2007,BAB,3.4,3.6,,67,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2082,US2-D,8290,5.5,2007,BAB,3.5,3.6,,68,1.0090000000000003,4,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
2083,US2-D,8290,5.5,2007,BAB,3.6,3.8,,53,1.0090000000000003,4,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2084,US2-D,8290,5.5,2007,BAB,3.7,3.6,,67,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2085,US2-D,8290,5.5,2007,BAB,3.7,3.9,,52,1.0090000000000003,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2086,US2-D,8290,5.5,2007,BAB,3.5,3.5,,71,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2087,US2-D,8290,5.5,2007,BAB,3.4,3.4,,76,1.0079999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2088,US2-D,8290,5.5,2007,BAB,3.7,3.8,,61,0.7010000000000076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2089,US2-D,9036,4.4,2007,BAB,3.4,3.4,,75,0.5649999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2090,US2-D,7723,3.7,2007,BAB,3.5,3.5,,74,0.7540000000000049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2091,US2-D,7723,3.7,2007,BAB,3.5,3.4,,80,0.9899999999999949,5,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
2092,US2-D,7723,3.7,2007,BAB,3.5,3.4,,80,1.007000000000005,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2093,US2-D,7723,3.7,2007,BAB,3.5,3.6,,74,0.9969999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2094,US2-D,7723,3.7,2007,BAB,3.6,3.7,,59,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2095,US2-D,7723,3.7,2007,BAB,3.6,3.7,,59,0.5019999999999953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2096,US2-D,7723,3.7,2007,BAB,3.9,3.8,,54,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2097,US2-D,7723,3.7,2007,BAB,3.7,3.9,,46,1.2139999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2098,US2-D,8536,3.3,2007,BAB,3.7,3.9,,53,0.7890000000000015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2099,US2-D,8536,3.3,2007,BAB,3.9,3.9,,52,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2100,US2-D,8536,3.3,2007,BAB,3.6,3.7,,55,0.9920000000000186,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2101,US2-D,5553,9.1,2007,BAB,3.9,3.9,,50,0.97199999999998,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
2102,US2-D,6198,14.7,2007,CD,2.3,1.7,,182,1.2959999999999923,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2103,US2-D,6198,14.7,2007,CD,2,1.2,,220,1.002999999999986,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,US2-D,6198,14.7,2007,CD,2.2,1.5,,199,1.0050000000000239,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,US2-D,6198,14.7,2007,CD,2.1,1.6,,188,1.002999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,US2-D,6198,14.7,2007,CD,2.3,1.6,,192,0.9960000000000093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,US2-D,6198,14.7,2007,CD,3.6,3.2,,95,1.0089999999999861,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2108,US2-D,6198,14.7,2007,CD,3.1,2.7,,122,0.967000000000013,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
2109,US2-D,6198,14.7,2007,CD,3,2.4,,137,1.2019999999999982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,US2-D,7512,13.7,2007,BOC,3.9,3.9,,54,0.8019999999999925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2111,US2-D,7512,13.7,2007,BOC,3.9,3.9,,56,0.5490000000000066,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2112,US2-D,10358,14.3,2007,BAB,3.7,3.9,,45,0.4549999999999841,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2113,US2-D,10358,14.3,2007,BAB,3.7,3.7,,55,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2114,US2-D,10358,14.3,2007,BAB,3.7,3.8,,53,0.9970000000000141,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2115,US2-D,10358,14.3,2007,BAB,3.6,3.7,,57,0.4449999999999932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2116,US2-D,15748,11.4,2007,BOC,3,3.8,,65,0.5449999999999875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2117,US2-D,15748,11.4,2007,BOC,3.2,2.9,,130,0.4790000000000134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2118,US2-D,14870,9.5,2007,BOC,3.2,2.9,,130,0.657999999999987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2119,US2-D,6380,8.7,2007,BOC,3.2,3.1,,112,0.8610000000000184,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2120,US2-D,6380,8.7,2007,BOC,2.9,3,,127,0.7810000000000059,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2121,US2-D,4524,7.6,2007,BAB,2.7,2.2,,176,0.9480000000000075,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
2122,US2-D,4524,7.6,2007,BAB,2.6,2.3,,160,0.25799999999998136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2123,US2-D,8272,14.3,2007,BOB,2.5,2.8,,141,0.3280000000000314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2124,US2-D,8365,14.3,2007,BAB,2.5,2.8,,141,0.9259999999999877,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
2125,US2-I,13341,4.1,2007,CD,3,2.3,,143,0.958,9,0,0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
2126,US2-I,5408,11.3,2007,CD,3.9,3.8,,68,1.0310000000000001,5,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2127,US2-I,5408,11.3,2007,CD,3.8,3.7,,69,1.0010000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,US2-I,5408,11.3,2007,CD,3.8,3.7,,74,1.001,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2129,US2-I,5408,11.3,2007,CD,3.8,3.7,,70,0.6110000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,US2-I,5624,1,2007,BOC,3.7,3.6,3.9,63,0.3799999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2131,US2-I,5624,1,2007,BOC,3.8,3.7,4,56,0.9969999999999999,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2132,US2-I,5624,1,2007,BOC,3.8,3.7,4,56,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2133,US2-I,5624,1,2007,BOC,3.9,3.8,4,52,0.9950000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2134,US2-I,5624,1,2007,BOC,3.7,3.7,3.8,56,1.0039999999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2135,US2-I,5624,1,2007,BOC,3.8,3.7,4,57,1.0050000000000008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2136,US2-I,5624,1,2007,BOC,3.8,3.7,4,53,0.9879999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2137,US2-I,5624,1,2007,BOC,3.8,3.6,4,60,1.0009999999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2138,US2-I,5624,1,2007,BOC,3.8,3.7,4,58,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2139,US2-I,5624,1,2007,BOC,3.9,3.8,4,56,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2140,US2-I,5624,1,2007,BOC,3.8,3.8,3.8,54,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1
2141,US2-I,5624,1,2007,BOC,3.9,3.8,4,54,0.4620000000000015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2142,US2-I,5400,11,2007,BOC,3.6,3.6,3.7,69,0.5619999999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2143,US2-I,5492,0.3,2007,CD,4,4.1,,53,0.9530000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2144,US2-I,5492,0.3,2007,CD,4,4.1,,54,0.9989999999999988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,US2-I,5492,0.3,2007,CD,4,4.1,,51,1.0079999999999991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146,US2-I,5492,0.3,2007,CD,4,4,,55,1.0090000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,US2-I,5492,0.3,2007,CD,3.8,3.8,,62,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2148,US2-I,5492,0.3,2007,CD,3.8,3.7,,70,0.9960000000000022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,US2-I,5492,0.3,2007,CD,3.9,3.9,,60,0.9919999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,US2-I,5492,0.3,2007,CD,3.8,3.7,,63,0.6999999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2151,US2-I,5337,11.9,2007,BOB,2.5,2.7,,129,0.9570000000000007,4,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1
2152,US2-I,5988,13.6,2007,BOC,2.3,1.7,,222,0.32700000000000173,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2153,US2-I,5988,13.6,2007,BOC,2.6,2.5,,138,0.9109999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2154,US2-I,12127,2.9,2007,CD,2.6,1.7,,189,0.6950000000000003,11,0,1,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
2155,US2-I,4793,7.2,2007,CD,1.7,0.7,,279,0.2970000000000006,5,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
2156,US2-I,3783,9.5,2007,CD,3.1,2.4,,129,0.8150000000000013,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2157,US2-I,5071,8.1,2007,BOC,3.3,3,,106,0.3030000000000008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2158,US2-I,5071,8.1,2007,BOC,3.2,3.1,,103,0.9449999999999967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2159,US2-I,5273,7.9,2007,BOC,3.3,3,,105,1.0520000000000032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2160,US2-I,3023,10.1,2007,BOC,3.5,3.6,,67,1.0249999999999986,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2161,US2-I,3023,10.1,2007,BOC,3.7,3.8,,54,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2162,US2-I,3023,10.1,2007,BOC,3.7,3.7,,60,0.9820000000000029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2163,US2-I,3023,10.1,2007,BOC,3.6,3.7,,60,0.9979999999999976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2164,US2-I,3023,10.1,2007,BOC,3.5,3.6,,66,0.9949999999999974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2165,US2-I,3023,10.1,2007,BOC,3.6,3.7,,60,0.9960000000000022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2166,US2-I,3023,10.1,2007,BOC,3.6,3.7,,57,0.9909999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2167,US2-I,3023,10.1,2007,BOC,3.6,3.8,,54,0.7999999999999972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2168,US2-I,3517,9.9,2007,BOC,3.5,3.6,,61,1.206000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2169,US2-I,3517,9.9,2007,BOC,3.8,3.8,,53,1.0200000000000031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2170,US2-I,3517,9.9,2007,BOC,3.6,3.8,,53,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2171,US2-I,3517,9.9,2007,BOC,3.6,3.7,,58,1.2039999999999935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2172,US2-I,3658,8.3,2007,CD,3,2.8,,113,0.7910000000000039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2173,US2-I,3658,8.3,2007,CD,2.8,2.6,,127,0.732999999999997,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2174,US2-I,3819,6.6,2007,BOC,3.5,3.5,,71,1.2550000000000026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2175,US2-I,3819,6.6,2007,BOC,3.8,3.6,,60,0.9919999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2176,US2-I,3819,6.6,2007,BOC,3.6,3.6,,65,1.0020000000000024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2177,US2-I,3819,6.6,2007,BOC,3.6,3.6,,62,0.9919999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2178,US2-I,3819,6.6,2007,BOC,3.6,3.7,,60,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2179,US2-I,3819,6.6,2007,BOC,3.7,3.5,,69,0.5260000000000034,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2180,US2-I,3819,6.6,2007,CD,2.4,2.4,,143,0.4690000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,US2-I,3819,6.6,2007,CD,3.3,2.7,,126,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2182,US2-I,3819,6.6,2007,BOC,3.5,3.5,,66,0.9849999999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2183,US2-I,3819,6.6,2007,BOC,3.6,3.8,,53,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2184,US2-I,3819,6.6,2007,BOC,3.6,3.6,,62,1.0049999999999955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2185,US2-I,3819,6.6,2007,BOC,3.8,3.6,,62,1.0050000000000026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2186,US2-I,3819,6.6,2007,BOC,3.7,3.6,,58,0.9609999999999985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2187,US2-I,3819,6.6,2007,BAB,3.4,3.3,,91,0.5030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2188,US2-I,3817,6.6,2007,CD,2.3,2.2,,159,0.5549999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2189,US2-I,3817,6.6,2007,CD,3,2.5,,133,1.1670000000000016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,US2-I,3668,5.3,2007,CD,3.2,2.5,,139,0.48799999999999955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,US2-I,3668,5.3,2007,BOC,3.6,3.8,,52,0.31400000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2192,US2-I,3668,5.3,2007,BOC,3.9,3.9,,49,1.0020000000000024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2193,US2-I,3668,5.3,2007,BOC,3.9,3.9,,48,1.0039999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2194,US2-I,3668,5.3,2007,BOC,3.9,3.8,,53,1.2310000000000016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2195,US2-I,3789,5.4,2007,CD,3.7,4,,58,0.7629999999999981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,US2-I,3789,5.4,2007,CD,3.8,4.2,,48,0.6760000000000019,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
2197,US2-I,3970,5.5,2007,BOC,3.8,3.6,,63,0.3190000000000026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2198,US2-I,3970,5.5,2007,BOC,3.9,3.9,,47,1.0009999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2199,US2-I,3970,5.5,2007,BOC,3.9,3.8,,55,0.9980000000000047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2200,US2-I,3970,5.5,2007,BOC,3.9,3.9,,48,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2201,US2-I,3970,5.5,2007,BOC,3.9,3.9,,46,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2202,US2-I,3970,5.5,2007,BOC,4,4,,42,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2203,US2-I,3970,5.5,2007,BOC,4,4,,45,0.7120000000000033,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2204,US2-I,3983,5.5,2007,BOC,3.9,3.9,,46,0.5289999999999964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2205,US2-I,5628,5.5,2007,BOC,3,2.3,,175,0.3190000000000026,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
2206,US2-I,4681,3.1,2007,BOC,3,2.3,,175,0.42900000000000205,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
2207,US2-I,4681,3.1,2007,BAB,3.4,3.4,,79,0.5529999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2208,US2-I,3800,5.4,2007,BAB,3.5,3.6,,66,0.44899999999999807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2209,US2-I,3800,5.4,2007,BAB,3.4,3.4,,74,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2210,US2-I,3800,5.4,2007,BAB,3.4,3.5,,66,1.304000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2211,US2-I,3800,5.4,2007,BAB,3.6,3.7,,60,0.6850000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2212,US2-I,3800,5.4,2007,BAB,3.6,3.8,,55,1.0039999999999907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2213,US2-I,3800,5.4,2007,BAB,3.6,3.8,,56,0.9890000000000043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2214,US2-I,3800,5.4,2007,BAB,3.6,3.7,,58,0.9920000000000044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
